2013-08-28 09:10:53,013 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Springのコンテナを起動します。 | jp.co.ctc_g.pjnavi.fw.batch.operator.JobOperator (JobOperator.java@109)
2013-08-28 09:11:01,374  INFO NPJPRG010 JPJPRG01001 exec:52809847 | IFW9207:業務処理 MAIN  開始 | jp.co.ctc_g.pjnavi.fw.batch.job.JobExecutorImpl (JobExecutorImpl.java@93)
2013-08-28 09:11:01,374 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Creating new transaction with name [jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01001JobImpl.doExecute]: PROPAGATION_REQUIRED,ISOLATION_READ_COMMITTED,-java.lang.Throwable,+jp.co.ctc_g.pjnavi.fw.batch.exception.JobSkipException | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (AbstractPlatformTransactionManager.java@365)
2013-08-28 09:11:01,375 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Acquired Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] for JDBC transaction | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@204)
2013-08-28 09:11:01,375 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Switching JDBC Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] to manual commit | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@221)
2013-08-28 09:11:01,375  INFO NPJPRG010 JPJPRG01001 exec:52809847 | トランザクションを開始しました。 | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (PjnaviDataSourceTransactionManager.java@28)
2013-08-28 09:11:01,403 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | ooo Using Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] | jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByGyoumuData (Slf4jImpl.java@47)
2013-08-28 09:11:01,405 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | ==>  Preparing: /* jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByGyoumuData */ select RPT_BSDT_MNG.PRJ_CD, RPT_BSDT_MNG.PREV_RPT_BSDT, RPT_BSDT_MNG.THIS_RPT_BSDT, PRJ.PRJ_STR_DT from PJTR_PJ_RPT_BSDT_MNG RPT_BSDT_MNG, PJTR_PJ_PRJ PRJ where RPT_BSDT_MNG.PRJ_CD = PRJ.PRJ_CD and substr(RPT_BSDT_MNG.PRJ_CD, 10) in ( ? ) and RPT_BSDT_MNG.THIS_ENT_CLOSE_DT = ? and RPT_BSDT_MNG.DEL_FLG = '0' order by RPT_BSDT_MNG.PRJ_CD  | jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByGyoumuData (Slf4jImpl.java@47)
2013-08-28 09:11:01,406 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | ==> Parameters: 7(String), 2013-04-05 00:00:00.0(Timestamp) | jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByGyoumuData (Slf4jImpl.java@47)
2013-08-28 09:11:01,414 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 1件目...:Suspending current transaction, creating new transaction with name [jp.co.ctc_g.pjnavi.batch.pj.npjprg010.TmpCstUpdateJobServiceImpl.updatePjOpeTmpCstNewTx] | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (AbstractPlatformTransactionManager.java@415)
2013-08-28 09:11:01,443 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 1件目...:Acquired Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] for JDBC transaction | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@204)
2013-08-28 09:11:01,443 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 1件目...:Switching JDBC Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] to manual commit | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@221)
2013-08-28 09:11:01,443  INFO NPJPRG010 JPJPRG01001 exec:52809847 | 1件目...:トランザクションを開始しました。 | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (PjnaviDataSourceTransactionManager.java@28)
2013-08-28 09:11:01,451 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 1件目...:ooo Using Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] | jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByKadouInfo (Slf4jImpl.java@47)
2013-08-28 09:11:01,464 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 1件目...:==>  Preparing: /* jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByKadouInfo */ with MI_OPE_DT as ( select PRJ_CD, TSK_ID, ENT_PSN_ID, OPE_DT, sum(nvl(decode(DEL_FLG, '1', 0, OPE_TM), 0)) SUM_OPE_TM from PJTR_MI_OPE_DT where PRJ_CD = ? and OPE_DT = ? and TMP_COMP_DONE_FLG = '0' group by PRJ_CD, TSK_ID, OPE_DT, ENT_PSN_ID ) select MI_OPE_DT.PRJ_CD, WBS_TSK.WBS_ID, MI_OPE_DT.TSK_ID TSK_UID, MI_OPE_DT.ENT_PSN_ID EMP_ID, MI_OPE_DT.OPE_DT, to_char(MI_OPE_DT.OPE_DT, 'yyyymm') OPE_YYMM, MI_OPE_DT.SUM_OPE_TM OPE_TM, '0' EMP_SEG, nvl(SECT_GD_UNTPRICE.EXP_SELL_TMPRICE, 0) EXP_SELL_TMPRICE from MI_OPE_DT, PJTR_MI_OPE_DT_INFO OPE_DT_INFO, PJTR_PJ_WBS_TSK WBS_TSK, PJTM_PJ_EMP EMP, PJTM_PJ_ASSIGN ASSIGN, PJTM_PJ_SECT_GD_UNTPRICE SECT_GD_UNTPRICE where MI_OPE_DT.ENT_PSN_ID = OPE_DT_INFO.ENT_PSN_ID and MI_OPE_DT.OPE_DT = OPE_DT_INFO.OPE_DT and MI_OPE_DT.TSK_ID = WBS_TSK.TSK_UID and MI_OPE_DT.ENT_PSN_ID = EMP.EMP_ID and EMP.EMP_ID = ASSIGN.EMP_ID(+) and ASSIGN.HR_ORGAN_ID = SECT_GD_UNTPRICE.HR_ORGAN_ID(+) and ASSIGN.PST_ID = SECT_GD_UNTPRICE.PST_ID(+) and OPE_DT_INFO.OPE_STATS in ('1', '3') and OPE_DT_INFO.BUSI_PROC_DT <= ? and OPE_DT_INFO.DEL_FLG = '0' and WBS_TSK.PRJ_EXCEPT_SEG = '0' and WBS_TSK.SHIP_TSK_FLG = '0' and WBS_TSK.DEL_FLG = '0' and ? between EMP.VLD_STR_DT and EMP.VLD_END_DT and EMP.EMP_TYP_SEG = '1120' and EMP.DEL_FLG = '0' and ? between ASSIGN.VLD_STR_DT(+) and ASSIGN.VLD_END_DT(+) and ASSIGN.COMPE_FLG(+) = '1' and ASSIGN.ASSIGN_STATS_SEG(+) = '1' and ASSIGN.DEL_FLG(+) = '0' and ? between SECT_GD_UNTPRICE.VLD_STR_DT(+) and SECT_GD_UNTPRICE.VLD_END_DT(+) and SECT_GD_UNTPRICE.DEL_FLG(+) = '0' union all select MI_OPE_DT.PRJ_CD, WBS_TSK.WBS_ID, MI_OPE_DT.TSK_ID TSK_UID, MI_OPE_DT.ENT_PSN_ID EMP_ID, MI_OPE_DT.OPE_DT, to_char(MI_OPE_DT.OPE_DT, 'yyyymm') OPE_YYMM, MI_OPE_DT.SUM_OPE_TM OPE_TM, '1' EMP_SEG, nvl(DP_UNTPRICE.EXP_SELL_TMPRICE, 0) EXP_SELL_TMPRICE from MI_OPE_DT, PJTR_MI_OPE_DT_INFO OPE_DT_INFO, PJTR_PJ_WBS_TSK WBS_TSK, PJTM_PJ_EMP EMP, PJTM_PJ_DP_UNTPRICE DP_UNTPRICE where MI_OPE_DT.ENT_PSN_ID = OPE_DT_INFO.ENT_PSN_ID and MI_OPE_DT.OPE_DT = OPE_DT_INFO.OPE_DT and MI_OPE_DT.TSK_ID = WBS_TSK.TSK_UID and MI_OPE_DT.ENT_PSN_ID = EMP.EMP_ID and EMP.EMP_ID = DP_UNTPRICE.EMP_ID(+) and OPE_DT_INFO.OPE_STATS in ('1', '3') and OPE_DT_INFO.BUSI_PROC_DT <= ? and OPE_DT_INFO.DEL_FLG = '0' and WBS_TSK.PRJ_EXCEPT_SEG = '0' and WBS_TSK.SHIP_TSK_FLG = '0' and WBS_TSK.DEL_FLG = '0' and ? between EMP.VLD_STR_DT and EMP.VLD_END_DT and EMP.EMP_TYP_SEG = '2118' and EMP.DEL_FLG = '0' and ? between DP_UNTPRICE.CONT_STR_DT(+) and DP_UNTPRICE.CONT_END_DT(+) and DP_UNTPRICE.DEL_FLG(+) = '0' order by PRJ_CD, OPE_DT, EMP_ID, TSK_UID  | jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByKadouInfo (Slf4jImpl.java@47)
2013-08-28 09:11:01,466 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 1件目...:==> Parameters: PJ12000197(String), 2013-04-01 00:00:00.0(Timestamp), 2013-04-05 00:00:00.0(Timestamp), 2013-04-01 00:00:00.0(Timestamp), 2013-04-01 00:00:00.0(Timestamp), 2013-04-01 00:00:00.0(Timestamp), 2013-04-05 00:00:00.0(Timestamp), 2013-04-01 00:00:00.0(Timestamp), 2013-04-01 00:00:00.0(Timestamp) | jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByKadouInfo (Slf4jImpl.java@47)
2013-08-28 09:11:01,503 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 1件目...:==> Parameters: PJ12000197(String), 2013-04-02 00:00:00.0(Timestamp), 2013-04-05 00:00:00.0(Timestamp), 2013-04-02 00:00:00.0(Timestamp), 2013-04-02 00:00:00.0(Timestamp), 2013-04-02 00:00:00.0(Timestamp), 2013-04-05 00:00:00.0(Timestamp), 2013-04-02 00:00:00.0(Timestamp), 2013-04-02 00:00:00.0(Timestamp) | jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByKadouInfo (Slf4jImpl.java@47)
2013-08-28 09:11:01,505 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 1件目...:==> Parameters: PJ12000197(String), 2013-04-03 00:00:00.0(Timestamp), 2013-04-05 00:00:00.0(Timestamp), 2013-04-03 00:00:00.0(Timestamp), 2013-04-03 00:00:00.0(Timestamp), 2013-04-03 00:00:00.0(Timestamp), 2013-04-05 00:00:00.0(Timestamp), 2013-04-03 00:00:00.0(Timestamp), 2013-04-03 00:00:00.0(Timestamp) | jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01009JobDaoImpl.listByKadouInfo (Slf4jImpl.java@47)
2013-08-28 09:11:01,507 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 2件目...:Initiating transaction commit | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (AbstractPlatformTransactionManager.java@752)
2013-08-28 09:11:01,507 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 2件目...:Committing JDBC transaction on Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@264)
2013-08-28 09:11:01,508  INFO NPJPRG010 JPJPRG01001 exec:52809847 | 2件目...:トランザクションをコミットしました。 | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (PjnaviDataSourceTransactionManager.java@34)
2013-08-28 09:11:01,508 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 2件目...:Releasing JDBC Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] after transaction | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@322)
2013-08-28 09:11:01,508 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | 2件目...:Resuming suspended transaction after completion of inner transaction | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (AbstractPlatformTransactionManager.java@1012)
2013-08-28 09:11:01,508 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Initiating transaction commit | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (AbstractPlatformTransactionManager.java@752)
2013-08-28 09:11:01,509 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Committing JDBC transaction on Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@264)
2013-08-28 09:11:01,509  INFO NPJPRG010 JPJPRG01001 exec:52809847 | トランザクションをコミットしました。 | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (PjnaviDataSourceTransactionManager.java@34)
2013-08-28 09:11:01,509 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Releasing JDBC Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] after transaction | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@322)
2013-08-28 09:11:01,510  INFO NPJPRG010 JPJPRG01001 exec:52809847 | IFW9208:業務処理 MAIN  終了：135.5 ms | jp.co.ctc_g.pjnavi.fw.batch.job.JobExecutorImpl (JobExecutorImpl.java@95)
2013-08-28 09:11:01,510  INFO NPJPRG010 JPJPRG01001 exec:52809847 | IFW9209:業務処理 FINAL 開始 | jp.co.ctc_g.pjnavi.fw.batch.job.JobExecutorImpl (JobExecutorImpl.java@105)
2013-08-28 09:11:01,510 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Creating new transaction with name [jp.co.ctc_g.pjnavi.batch.pj.npjprg010.Jpjprg01001JobImpl.doFinalize]: PROPAGATION_REQUIRED,ISOLATION_READ_COMMITTED,-java.lang.Throwable,+jp.co.ctc_g.pjnavi.fw.batch.exception.JobSkipException | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (AbstractPlatformTransactionManager.java@365)
2013-08-28 09:11:01,510 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Acquired Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] for JDBC transaction | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@204)
2013-08-28 09:11:01,511 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Switching JDBC Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] to manual commit | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@221)
2013-08-28 09:11:01,511  INFO NPJPRG010 JPJPRG01001 exec:52809847 | トランザクションを開始しました。 | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (PjnaviDataSourceTransactionManager.java@28)
2013-08-28 09:11:01,511 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Initiating transaction commit | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (AbstractPlatformTransactionManager.java@752)
2013-08-28 09:11:01,511 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Committing JDBC transaction on Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@264)
2013-08-28 09:11:01,512  INFO NPJPRG010 JPJPRG01001 exec:52809847 | トランザクションをコミットしました。 | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (PjnaviDataSourceTransactionManager.java@34)
2013-08-28 09:11:01,512 DEBUG NPJPRG010 JPJPRG01001 exec:52809847 | Releasing JDBC Connection [jdbc:oracle:thin:@10.250.24.20:1552/tpjdb, UserName=PJ_TEST02, Oracle JDBC driver] after transaction | jp.co.ctc_g.pjnavi.fw.jdbc.PjnaviDataSourceTransactionManager (DataSourceTransactionManager.java@322)
2013-08-28 09:11:01,512  INFO NPJPRG010 JPJPRG01001 exec:52809847 | IFW9210:業務処理 FINAL 終了：2.139 ms | jp.co.ctc_g.pjnavi.fw.batch.job.JobExecutorImpl (JobExecutorImpl.java@107)
2013-08-28 09:11:01,512  INFO NPJPRG010 JPJPRG01001 exec:52809847 | IFW9215:処理結果(ジョブ)：ジョブID(jpjprg01001)：PROC:1,SKIP:0,ERROR:0 | jp.co.ctc_g.pjnavi.fw.batch.operator.JobOperator (JobOperator.java@157)
2013-08-28 09:11:01,513  INFO NPJPRG010 JPJPRG01001 exec:52809847 | IFW9203:ジョブを終了しました。実行時間:=(8.501 s),実行結果:=(END:0) | jp.co.ctc_g.pjnavi.fw.batch.operator.JobOperator (JobOperator.java@125)
